product_name,id,rating,message,date,timestamp,variant,is_anonymous,username,total_likes,has_image,has_video,seller_reply,message_normalized,message_clean,tokens
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2055348779,5,Semogaaa cocokk.. Biarr gak bngung hrus yg mana lagi.,1776657909,3 hari lalu,Default,True,Anonymous,0,True,False,,semogaaa cocokk biarr gak bngung hrus yg mana lagi,semogaaa cocokk biarr gak bngung hrus mana,"['semogaaa', 'cocokk', 'biarr', 'gak', 'bngung', 'hrus', 'mana']"
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2055290769,3,Kurang cocok di aku yng berjrawat malah nambah kusam pori² nambah besarr pas beli karna uang ya pas² san terlalu fomo tapi tipe kuliat orng bedaaa²,1776656005,3 hari lalu,Default,True,Anonymous,0,False,False,,kurang cocok di aku yng berjrawat malah nambah kusam pori nambah besarr pas beli karna uang ya pas san terlalu fomo tapi tipe kuliat orng bedaaa,kurang cocok aku yng berjrawat malah nambah kusam pori nambah besarr pas beli karna uang pas san terlalu fomo tipe kuliat orng bedaaa,"['kurang', 'cocok', 'aku', 'yng', 'berjrawat', 'malah', 'nambah', 'kusam', 'pori', 'nambah', 'besarr', 'pas', 'beli', 'karna', 'uang', 'pas', 'san', 'terlalu', 'fomo', 'tipe', 'kuliat', 'orng', 'bedaaa']"
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2055279141,5,Bagus,1776655630,3 hari lalu,Default,True,Anonymous,0,False,False,,bagus,bagus,['bagus']
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2055073391,5,Fiks sangat bagus aku udah abis 5 paket hasil nya sangat luar biasa,1776647750,3 hari lalu,Default,True,Anonymous,0,False,False,,fiks sangat bagus aku udah abis 5 paket hasil nya sangat luar biasa,fiks sangat bagus aku udah abis 5 paket hasil sangat luar biasa,"['fiks', 'sangat', 'bagus', 'aku', 'udah', 'abis', '5', 'paket', 'hasil', 'sangat', 'luar', 'biasa']"
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2054120263,5,Oke,1776585984,4 hari lalu,Default,True,Anonymous,0,False,False,,oke,oke,['oke']
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2053631658,1,sya bner2 kecewa saya udah bayar mahal2 tpi ga ada pertanggung jawaban nyah sama sekali di status nya udah di terima tapi sampay skrng aku ga terima barang nyah,1776568407,4 hari lalu,Default,True,Anonymous,0,False,False,,sya bner2 kecewa saya udah bayar mahal2 tpi ga ada pertanggung jawaban nyah sama sekali di status nya udah di terima tapi sampay skrng aku ga terima barang nyah,sya bner2 kecewa udah bayar mahal2 tpi ga pertanggung jawaban nyah sama sekali status udah terima sampay skrng aku ga terima barang nyah,"['sya', 'bner2', 'kecewa', 'udah', 'bayar', 'mahal2', 'tpi', 'ga', 'pertanggung', 'jawaban', 'nyah', 'sama', 'sekali', 'status', 'udah', 'terima', 'sampay', 'skrng', 'aku', 'ga', 'terima', 'barang', 'nyah']"
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2053219754,5,Semoga aja cocok ada perubahan biar bisa order lagi🤗,1776527893,5 hari lalu,Default,True,Anonymous,0,True,False,,semoga aja cocok ada perubahan biar bisa order lagi,semoga aja cocok perubahan order,"['semoga', 'aja', 'cocok', 'perubahan', 'order']"
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2053008198,5,"Manfaat produk: Sangat baik ccok banget buat Jenis kulit: Berminyak,kusam Bahan: Lmbut,harum, Btw itu fto yg bju hitam polos flek y bnyk bngt ya bekas jerawat itu fto blm pemakaian yg baju hitam ada corak y udah pemakaian 6 harian alhmdulilah memudar seneng bgt entar abis kita co yg kdua kli y amanah trus ya owner y 🥰🥰🥰🌸",1776516631,5 hari lalu,Default,True,Anonymous,0,True,False,,manfaat produk sangat baik ccok banget buat jenis kulit berminyak kusam bahan lmbut harum btw itu fto yg bju hitam polos flek y bnyk bngt ya bekas jerawat itu fto blm pemakaian yg baju hitam ada corak y udah pemakaian 6 harian alhmdulilah memudar seneng bgt entar abis kita co yg kdua kli y amanah trus ya owner y,manfaat produk sangat baik ccok banget buat jenis kulit berminyak kusam bahan lmbut harum btw fto bju hitam polos flek y bnyk bngt bekas jerawat fto blm pemakaian baju hitam corak y udah pemakaian 6 harian alhmdulilah memudar seneng entar abis co kdua kli y amanah trus owner y,"['manfaat', 'produk', 'sangat', 'baik', 'ccok', 'banget', 'buat', 'jenis', 'kulit', 'berminyak', 'kusam', 'bahan', 'lmbut', 'harum', 'btw', 'fto', 'bju', 'hitam', 'polos', 'flek', 'y', 'bnyk', 'bngt', 'bekas', 'jerawat', 'fto', 'blm', 'pemakaian', 'baju', 'hitam', 'corak', 'y', 'udah', 'pemakaian', '6', 'harian', 'alhmdulilah', 'memudar', 'seneng', 'entar', 'abis', 'co', 'kdua', 'kli', 'y', 'amanah', 'trus', 'owner', 'y']"
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2052695732,5,baguss aman juga datangnya,1776505145,5 hari lalu,Default,True,Anonymous,0,False,False,,baguss aman juga datangnya,baguss aman datangnya,"['baguss', 'aman', 'datangnya']"
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2052467975,5,Semoga cocok,1776496944,5 hari lalu,Default,True,Anonymous,0,False,False,,semoga cocok,semoga cocok,"['semoga', 'cocok']"
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2052369116,5,uda lumayan bersih muka aku,1776493465,5 hari lalu,Default,True,Anonymous,0,False,False,,uda lumayan bersih muka aku,uda lumayan bersih muka aku,"['uda', 'lumayan', 'bersih', 'muka', 'aku']"
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2052295462,3,"Yg lain nya bagus, tapi ntah toner nya bocor",1776490772,5 hari lalu,Default,True,Anonymous,0,True,False,,yg lain nya bagus tapi ntah toner nya bocor,bagus ntah toner bocor,"['bagus', 'ntah', 'toner', 'bocor']"
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2052055883,5,Manfaat produk ini kulit terasa bersih muka bersih jerawat hilang,1776483330,5 hari lalu,Default,True,Anonymous,0,False,False,,manfaat produk ini kulit terasa bersih muka bersih jerawat hilang,manfaat produk kulit terasa bersih muka bersih jerawat hilang,"['manfaat', 'produk', 'kulit', 'terasa', 'bersih', 'muka', 'bersih', 'jerawat', 'hilang']"
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2052038821,5,Langganan ku,1776482789,5 hari lalu,Default,True,Anonymous,0,False,False,,langganan ku,langganan ku,"['langganan', 'ku']"
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2051834518,1,"Tidk bagus kta nya seminggu uda ada perubahan, perubahan di kulit aku malah kusam jerawatan",1776475743,5 hari lalu,Default,True,Anonymous,0,False,False,,tidk bagus kta nya seminggu uda ada perubahan perubahan di kulit aku malah kusam jerawatan,tidk bagus kta seminggu uda perubahan perubahan kulit aku malah kusam jerawatan,"['tidk', 'bagus', 'kta', 'seminggu', 'uda', 'perubahan', 'perubahan', 'kulit', 'aku', 'malah', 'kusam', 'jerawatan']"
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2051310721,5,Kualitas nya sangat bagus sama mau pesan lagi kalau habis,1776430948,6 hari lalu,Default,True,Anonymous,0,False,False,,kualitas nya sangat bagus sama mau pesan lagi kalau habis,kualitas sangat bagus sama mau pesan kalau habis,"['kualitas', 'sangat', 'bagus', 'sama', 'mau', 'pesan', 'kalau', 'habis']"
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2051227883,5,Baru pertama kali mau coba semoga cocokk,1776427915,6 hari lalu,Default,True,Anonymous,0,True,False,,baru pertama kali mau coba semoga cocokk,baru pertama kali mau coba semoga cocokk,"['baru', 'pertama', 'kali', 'mau', 'coba', 'semoga', 'cocokk']"
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2051064494,5,Bru pake brp hari udhbersih muka nya,1776422701,6 hari lalu,Default,True,Anonymous,0,False,False,,bru pake brp hari udhbersih muka nya,bru pake brp hari udhbersih muka,"['bru', 'pake', 'brp', 'hari', 'udhbersih', 'muka']"
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2050783492,4,"Barang nya aman ga ada yang rusak, baru mau coba semoga cocokk",1776413476,6 hari lalu,Default,True,Anonymous,0,True,False,,barang nya aman ga ada yang rusak baru mau coba semoga cocokk,barang aman ga yang rusak baru mau coba semoga cocokk,"['barang', 'aman', 'ga', 'yang', 'rusak', 'baru', 'mau', 'coba', 'semoga', 'cocokk']"
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2050586640,5,Bahan: Lembut Manfaat produk: Untuk wajah Jenis kulit: Normal,1776406083,6 hari lalu,Default,True,Anonymous,0,False,False,,bahan lembut manfaat produk untuk wajah jenis kulit normal,bahan lembut manfaat produk wajah jenis kulit normal,"['bahan', 'lembut', 'manfaat', 'produk', 'wajah', 'jenis', 'kulit', 'normal']"
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2050453642,5,Baik,1776401329,6 hari lalu,Default,True,Anonymous,0,False,False,,baik,baik,['baik']
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2050337116,5,udah beli ni produk ke 2x nya bagus banget sumpahhh plisss kirimin aku donggg min 😭😭😭🤏😖,1776397698,6 hari lalu,Default,True,Anonymous,0,False,False,,udah beli ni produk ke 2x nya bagus banget sumpahhh plisss kirimin aku donggg min,udah beli ni produk 2x bagus banget sumpahhh plisss kirimin aku donggg min,"['udah', 'beli', 'ni', 'produk', '2x', 'bagus', 'banget', 'sumpahhh', 'plisss', 'kirimin', 'aku', 'donggg', 'min']"
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2050286031,5,Ini pemesanan ke 3 aku di aku cocok muka ku jdi bersih cerah dan halus,1776396045,6 hari lalu,Default,True,Anonymous,0,True,False,,ini pemesanan ke 3 aku di aku cocok muka ku jdi bersih cerah dan halus,pemesanan 3 aku aku cocok muka ku jdi bersih cerah halus,"['pemesanan', '3', 'aku', 'aku', 'cocok', 'muka', 'ku', 'jdi', 'bersih', 'cerah', 'halus']"
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2050154822,3,Alhamdulillah paketan q udah sampai meski lama nunggu nya karna kendala di expedisi.. Pengemasan kurang sdkit aman karna gk di lapisin babel wrap tapi alhamdulillah nya barang ny aman Makasih owner bonus red jelly nya semoga cocok pake ini.,1776391388,6 hari lalu,Default,True,Anonymous,0,True,False,,alhamdulillah paketan q udah sampai meski lama nunggu nya karna kendala di expedisi pengemasan kurang sdkit aman karna gk di lapisin babel wrap tapi alhamdulillah nya barang ny aman makasih owner bonus red jelly nya semoga cocok pake ini,alhamdulillah paketan q udah meski lama nunggu karna kendala expedisi pengemasan kurang sdkit aman karna gk lapisin babel wrap alhamdulillah barang ny aman makasih owner bonus red jelly semoga cocok pake,"['alhamdulillah', 'paketan', 'q', 'udah', 'meski', 'lama', 'nunggu', 'karna', 'kendala', 'expedisi', 'pengemasan', 'kurang', 'sdkit', 'aman', 'karna', 'gk', 'lapisin', 'babel', 'wrap', 'alhamdulillah', 'barang', 'ny', 'aman', 'makasih', 'owner', 'bonus', 'red', 'jelly', 'semoga', 'cocok', 'pake']"
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2049754127,5,"tekstur nya gal lengket bau&#34; buah berry gituww, semoga cocok day one pemakaian, kalo cocok bakal jadi langganan beli di toko ini",1776350497,1 minggu lalu,Default,True,Anonymous,0,False,False,,tekstur nya gal lengket bau 34 buah berry gituww semoga cocok day one pemakaian kalo cocok bakal jadi langganan beli di toko ini,tekstur gal lengket bau 34 buah berry gituww semoga cocok day one pemakaian cocok bakal jadi langganan beli toko,"['tekstur', 'gal', 'lengket', 'bau', '34', 'buah', 'berry', 'gituww', 'semoga', 'cocok', 'day', 'one', 'pemakaian', 'cocok', 'bakal', 'jadi', 'langganan', 'beli', 'toko']"
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2048989855,4,Bahan: Sesuai Manfaat produk: Bguss,1776324055,1 minggu lalu,Default,True,Anonymous,0,False,False,,bahan sesuai manfaat produk bguss,bahan sesuai manfaat produk bguss,"['bahan', 'sesuai', 'manfaat', 'produk', 'bguss']"
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2048606018,5,Okey mantap saya udah pesen berapa kali di toko ini barang sesuai pesanan udah langganan di toko ini,1776310781,1 minggu lalu,Default,True,Anonymous,0,False,False,,okey mantap saya udah pesen berapa kali di toko ini barang sesuai pesanan udah langganan di toko ini,okey mantap udah pesen berapa kali toko barang sesuai pesanan udah langganan toko,"['okey', 'mantap', 'udah', 'pesen', 'berapa', 'kali', 'toko', 'barang', 'sesuai', 'pesanan', 'udah', 'langganan', 'toko']"
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2048189277,4,bagus bgt,1776282544,1 minggu lalu,Default,True,Anonymous,0,False,False,,bagus bgt,bagus,['bagus']
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2047994636,4,Kasi 🌟🌟🌟🌟 ajah dlu klau benar2 ada perubahan aku cek out lagi kasi 🌟🌟🌟🌟🌟,1776262459,1 minggu lalu,Default,True,Anonymous,0,False,False,,kasi ajah dlu klau benar2 ada perubahan aku cek out lagi kasi,kasi ajah dlu klau benar2 perubahan aku cek out kasi,"['kasi', 'ajah', 'dlu', 'klau', 'benar2', 'perubahan', 'aku', 'cek', 'out', 'kasi']"
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2047933193,5,"Semoga cocok dimuka aku yang susah putih, kalo cocok next order lagi 🥰",1776259986,1 minggu lalu,Default,True,Anonymous,0,True,False,,semoga cocok dimuka aku yang susah putih kalo cocok next order lagi,semoga cocok dimuka aku susah putih cocok next order,"['semoga', 'cocok', 'dimuka', 'aku', 'susah', 'putih', 'cocok', 'next', 'order']"
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2047690853,4,"Bahan: Oke Manfaat produk: Mencerahkan, menghilangkan bopeng,warna kulit tidak merata mengecilkan pori2 cocok banget buat kulit sensitif kaya aku Jenis kulit: Sensitif, normal",1776252156,1 minggu lalu,Default,True,Anonymous,0,False,False,,bahan oke manfaat produk mencerahkan menghilangkan bopeng warna kulit tidak merata mengecilkan pori2 cocok banget buat kulit sensitif kaya aku jenis kulit sensitif normal,bahan oke manfaat produk mencerahkan menghilangkan bopeng warna kulit merata mengecilkan pori2 cocok banget buat kulit sensitif kaya aku jenis kulit sensitif normal,"['bahan', 'oke', 'manfaat', 'produk', 'mencerahkan', 'menghilangkan', 'bopeng', 'warna', 'kulit', 'merata', 'mengecilkan', 'pori2', 'cocok', 'banget', 'buat', 'kulit', 'sensitif', 'kaya', 'aku', 'jenis', 'kulit', 'sensitif', 'normal']"
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2047690563,5,"Manfaat produk: Mencerahkan kulit , menghilangkan beruntusan harus sabar yaa konsisten inti nya",1776252147,1 minggu lalu,Default,True,Anonymous,0,False,False,,manfaat produk mencerahkan kulit menghilangkan beruntusan harus sabar yaa konsisten inti nya,manfaat produk mencerahkan kulit menghilangkan beruntusan sabar yaa konsisten inti,"['manfaat', 'produk', 'mencerahkan', 'kulit', 'menghilangkan', 'beruntusan', 'sabar', 'yaa', 'konsisten', 'inti']"
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2047393104,5,Mantap klo cocok mau beli lagi disini,1776243520,1 minggu lalu,Default,True,Anonymous,0,False,False,,mantap klo cocok mau beli lagi disini,mantap klo cocok mau beli disini,"['mantap', 'klo', 'cocok', 'mau', 'beli', 'disini']"
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2047279081,5,Bahan: Ok Manfaat produk: Mencerahkan Jenis kulit: Semua jenis,1776239927,1 minggu lalu,Default,True,Anonymous,0,False,False,,bahan ok manfaat produk mencerahkan jenis kulit semua jenis,bahan manfaat produk mencerahkan jenis kulit semua jenis,"['bahan', 'manfaat', 'produk', 'mencerahkan', 'jenis', 'kulit', 'semua', 'jenis']"
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2046808259,5,"uda berapa paket yaa lupa wkwk intinya bagus bgt make x beauty skincare, sllu dihati💗💗💗",1776224601,1 minggu lalu,Default,True,Anonymous,0,True,False,,uda berapa paket yaa lupa wkwk intinya bagus bgt make x beauty skincare sllu dihati,uda berapa paket yaa lupa wkwk intinya bagus make x beauty skincare sllu dihati,"['uda', 'berapa', 'paket', 'yaa', 'lupa', 'wkwk', 'intinya', 'bagus', 'make', 'x', 'beauty', 'skincare', 'sllu', 'dihati']"
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2046762708,5,Pengiriman cepat dan aman packing rapih cream pemutih wajah terbaik,1776223188,1 minggu lalu,Default,True,Anonymous,0,True,False,,pengiriman cepat dan aman packing rapih cream pemutih wajah terbaik,pengiriman cepat aman packing rapih cream pemutih wajah terbaik,"['pengiriman', 'cepat', 'aman', 'packing', 'rapih', 'cream', 'pemutih', 'wajah', 'terbaik']"
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2046658699,5,"Alhamdulilah barang ya dtng,,aku suka bngt sama skincare ini,,aku bisa beli ini kumpulin uang,,sudah engga pake seminggu,,,skrng dtng saya seneng...terima kasih seĺler.....",1776219676,1 minggu lalu,Default,True,Anonymous,0,True,True,,alhamdulilah barang ya dtng aku suka bngt sama skincare ini aku bisa beli ini kumpulin uang sudah engga pake seminggu skrng dtng saya seneng terima kasih se ler,alhamdulilah barang dtng aku suka bngt sama skincare aku beli kumpulin uang engga pake seminggu skrng dtng seneng terima kasih se ler,"['alhamdulilah', 'barang', 'dtng', 'aku', 'suka', 'bngt', 'sama', 'skincare', 'aku', 'beli', 'kumpulin', 'uang', 'engga', 'pake', 'seminggu', 'skrng', 'dtng', 'seneng', 'terima', 'kasih', 'se', 'ler']"
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2046411559,4,bagus sangt cocok dikulit saya,1776205058,1 minggu lalu,Default,True,Anonymous,0,True,False,,bagus sangt cocok dikulit saya,bagus sangt cocok dikulit,"['bagus', 'sangt', 'cocok', 'dikulit']"
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2046052930,5,Bagus,1776170754,1 minggu lalu,Default,True,Anonymous,0,False,False,,bagus,bagus,['bagus']
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2045996859,5,"Manfaat produk: Menghilangkan beruntusan,bekas jerawat, jerawat on off Jenis kulit: Sensitif Udah pesan untuk ke 2 kali nya",1776168783,1 minggu lalu,Default,True,Anonymous,0,False,False,,manfaat produk menghilangkan beruntusan bekas jerawat jerawat on off jenis kulit sensitif udah pesan untuk ke 2 kali nya,manfaat produk menghilangkan beruntusan bekas jerawat jerawat on off jenis kulit sensitif udah pesan ke 2 kali,"['manfaat', 'produk', 'menghilangkan', 'beruntusan', 'bekas', 'jerawat', 'jerawat', 'on', 'off', 'jenis', 'kulit', 'sensitif', 'udah', 'pesan', 'ke', '2', 'kali']"
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2045981852,4,"Semoga cocok dikulit aku, dan aku dapat bonus satu red jelly nya",1776168300,1 minggu lalu,Default,True,Anonymous,0,True,False,,semoga cocok dikulit aku dan aku dapat bonus satu red jelly nya,semoga cocok dikulit aku aku bonus satu red jelly,"['semoga', 'cocok', 'dikulit', 'aku', 'aku', 'bonus', 'satu', 'red', 'jelly']"
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2045716689,5,udah jadi langganan 💞💞💞,1776159970,1 minggu lalu,Default,True,Anonymous,0,False,False,,udah jadi langganan,udah jadi langganan,"['udah', 'jadi', 'langganan']"
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2045709478,5,Bru prtma kli cba smog cocok,1776159709,1 minggu lalu,Default,True,Anonymous,0,False,False,,bru prtma kli cba smog cocok,bru prtma kli cba smog cocok,"['bru', 'prtma', 'kli', 'cba', 'smog', 'cocok']"
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2045594331,5,mau coba semoga cocok,1776155691,1 minggu lalu,Default,True,Anonymous,0,True,False,,mau coba semoga cocok,mau coba semoga cocok,"['mau', 'coba', 'semoga', 'cocok']"
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2045293006,5,"Barang nya sesuai,",1776143797,1 minggu lalu,Default,True,Anonymous,0,True,False,,barang nya sesuai,barang sesuai,"['barang', 'sesuai']"
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2044570845,5,bagus,1776092855,1 minggu lalu,Default,True,Anonymous,0,False,False,,bagus,bagus,['bagus']
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2044364905,5,Lumayan,1776084022,1 minggu lalu,Default,True,Anonymous,0,True,False,,lumayan,lumayan,['lumayan']
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2043905408,5,barangnya udah Dateng maaf ga kepoto 🙏,1776069464,1 minggu lalu,Default,True,Anonymous,0,False,False,,barangnya udah dateng maaf ga kepoto,barangnya udah dateng maaf ga kepoto,"['barangnya', 'udah', 'dateng', 'maaf', 'ga', 'kepoto']"
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2043558774,5,Udah beli ke3kalinya cocok sih di kulit ku,1776057105,1 minggu lalu,Default,True,Anonymous,0,False,False,,udah beli ke3kalinya cocok sih di kulit ku,udah beli ke3kalinya cocok kulit ku,"['udah', 'beli', 'ke3kalinya', 'cocok', 'kulit', 'ku']"
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2043363683,5,"Pengiriman cepat,kemasan rapih...semoga cocok,kalau cocok next order lagi",1776050969,1 minggu lalu,Default,True,Anonymous,0,True,False,,pengiriman cepat kemasan rapih semoga cocok kalau cocok next order lagi,pengiriman cepat kemasan rapih semoga cocok kalau cocok next order,"['pengiriman', 'cepat', 'kemasan', 'rapih', 'semoga', 'cocok', 'kalau', 'cocok', 'next', 'order']"
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2043271888,5,"Mantep,, semoga cocok ya,, terimakasih",1776048397,1 minggu lalu,Default,True,Anonymous,0,True,False,,mantep semoga cocok ya terimakasih,mantep semoga cocok terimakasih,"['mantep', 'semoga', 'cocok', 'terimakasih']"
